SURFACE,ROLE,SCREEN NAME,ROUTE OR MOBILE NAVIGATION PATH,SOURCE FILE,SOURCE LINE,CONTROLLER OR VIEWMODEL,PERMISSION,VISIBLE TITLE,CONTROL TYPE,CONTROL NAME,TABS,CARDS,TABLES,TABLE COLUMNS,BUTTONS,DROPDOWNS,FILTERS,SEARCH FIELDS,TEXT FIELDS,DATE PICKERS,CHECKBOXES,RADIO BUTTONS,TOGGLES,UPLOAD CONTROLS,CAMERA CONTROLS,SCANNER CONTROLS,MAP CONTROLS,PAGINATION,MODALS,MENUS,ACTION MENUS,STATUS BADGES,EMPTY STATES,ERROR STATES,VALIDATION,EXPECTED ACTION,CURRENT ACTION,API ENDPOINT,DATABASE EFFECT,NEXT ROLE VISIBILITY,NOTIFICATION,TEST COVERAGE,CURRENT STATUS,DEFECT,SEVERITY,FIX STATUS
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,188,requires route-level trace,not proven in view,{{…}},input:hidden,key,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,205,requires route-level trace,not proven in view,{{…}},input:checkbox,addon_activation_react_status,,,,,,,,,,,addon_activation_react_status,,addon_activation_react_status,,,,,,addon_activation_react_status,,,addon_activation_react_status,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,237,requires route-level trace,not proven in view,{{…}},input:text,{{…}}: {{…}},,,,,,,,,{{…}}: {{…}},,,,,,,,,,,,,,,,required,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,248,requires route-level trace,not proven in view,{{…}},input:text,{{…}}: {{…}},,,,,,,,,{{…}}: {{…}},,,,,,,,,,,,,,,,required,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,256,requires route-level trace,not proven in view,{{…}},button,button@256,,,,,button@256,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,257,requires route-level trace,not proven in view,{{…}},button,button@257,,,,,button@257,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,271,requires route-level trace,not proven in view,{{…}},button,Close,,,,,Close,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,277,requires route-level trace,not proven in view,{{…}},toggle,toggle@277,,,,,,,,,,,,,toggle@277,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,286,requires route-level trace,not proven in view,{{…}},link,link@286,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,312,requires route-level trace,not proven in view,{{…}},button,button@312,,,,,button@312,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,313,requires route-level trace,not proven in view,{{…}},button,button@313,,,,,button@313,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,318,requires route-level trace,not proven in view,{{…}},button,button@318,,,,,button@318,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,320,requires route-level trace,not proven in view,{{…}},button,button@320,,,,,button@320,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,327,requires route-level trace,not proven in view,{{…}},toggle,toggle@327,,,,,,,,,,,,,toggle@327,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,336,requires route-level trace,not proven in view,{{…}},link,link@336,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,362,requires route-level trace,not proven in view,{{…}},button,button@362,,,,,button@362,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,363,requires route-level trace,not proven in view,{{…}},button,button@363,,,,,button@363,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,368,requires route-level trace,not proven in view,{{…}},button,button@368,,,,,button@368,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,370,requires route-level trace,not proven in view,{{…}},button,button@370,,,,,button@370,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,377,requires route-level trace,not proven in view,{{…}},toggle,toggle@377,,,,,,,,,,,,,toggle@377,,,,,,,,,,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,420,requires route-level trace,not proven in view,{{…}},button,button@420,,,,,button@420,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon-activation/index.blade.php,not statically resolved,resources/views/admin-views/addon-activation/index.blade.php,422,requires route-level trace,not proven in view,{{…}},button,button@422,,,,,button@422,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon/addon-category/_edit.blade.php,route:admin.addon.addon-category-update,resources/views/admin-views/addon/addon-category/_edit.blade.php,4,requires route-level trace,not proven in view,{{…}},form,form@4,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,source references route:admin.addon.addon-category-update,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,route reference not resolved by static token search,P1/P2 requires route trace,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon/addon-category/_edit.blade.php,not statically resolved,resources/views/admin-views/addon/addon-category/_edit.blade.php,10,requires route-level trace,not proven in view,{{…}},button,Close,,,,,Close,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon/addon-category/_edit.blade.php,not statically resolved,resources/views/admin-views/addon/addon-category/_edit.blade.php,24,requires route-level trace,not proven in view,{{…}},input:checkbox,status,,,,,,,,,,,status,,status,,,,,,,,,status,,,not declared on control,capture/filter/validate input,handler/action not proven from tag,,not proven by view source,not proven,not proven,source token found; behavioral strength unproven,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon/addon-category/_edit.blade.php,not statically resolved,resources/views/admin-views/addon/addon-category/_edit.blade.php,41,requires route-level trace,not proven in view,{{…}},link,default-link,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
ADMIN PORTAL,admin,admin-views/addon/addon-category/_edit.blade.php,not statically resolved,resources/views/admin-views/addon/addon-category/_edit.blade.php,46,requires route-level trace,not proven in view,{{…}},link,{{…}}-link,,,,,,,,,,,,,,,,,,,,,,,,,not declared on control,perform named navigation/mutation and expose final state,handler/action not proven from tag,,not proven by view source,not proven,not proven,none located by token,UNKNOWN,,,AUDIT ONLY
